Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-02-01;1345;2546;Калуга;управляющий операционным офисом;Сергеев К.;2023-02;Калужская обл.;ЦФО;2
2023-03-01;1345;2546;Калуга;управляющий операционным офисом;Сергеев К.;2023-03;Калужская обл.;ЦФО;3
2023-04-01;1345;2546;Калуга;управляющий операционным офисом;Сергеев К.;2023-04;Калужская обл.;ЦФО;4
2023-05-01;1345;2546;Калуга;управляющий операционным офисом;Сергеев К.;2023-05;Калужская обл.;ЦФО;5
2023-01-01;1346;2547;Свободный;заместитель управляющего;Петров Ж.;2023-01;Амурская обл.;ДФО;1
2023-02-01;1346;2547;Свободный;заместитель управляющего;Петров Ж.;2023-02;Амурская обл.;ДФО;2
2023-03-01;1346;2547;Свободный;заместитель управляющего;Петров Ж.;2023-03;Амурская обл.;ДФО;3
2023-04-01;1346;2547;Свободный;заместитель управляющего;Петров Ж.;2023-04;Амурская обл.;ДФО;4
2023-05-01;1346;2547;Свободный;заместитель управляющего;Петров Ж.;2023-05;Амурская обл.;ДФО;5
2023-01-01;1347;2548;Сосновый Бор;управляющий директор - начальник отдела;Селезнев Л.;2023-01;Ленинградская обл.;СЗФО;1
2023-02-01;1347;2548;Сосновый Бор;управляющий директор - начальник отдела;Селезнев Л.;2023-02;Ленинградская обл.;СЗФО;2
2023-03-01;1347;2548;Сосновый Бор;управляющий директор - начальник отдела;Селезнев Л.;2023-03;Ленинградская обл.;СЗФО;3
2023-04-01;1347;2548;Сосновый Бор;управляющий директор - начальник отдела;Селезнев Л.;2023-04;Ленинградская обл.;СЗФО;4
2023-05-01;1347;2548;Сосновый Бор;управляющий директор - начальник отдела;Селезнев Л.;2023-05;Ленинградская обл.;СЗФО;5
2023-01-01;1348;2549;Брянск;эксперт по работе с партнерами;Корнеев Ж.;2023-01;Брянская обл.;ЦФО;1
2023-02-01;1348;2549;Брянск;эксперт по работе с партнерами;Корнеев Ж.;2023-02;Брянская обл.;ЦФО;2
2023-03-01;1348;2549;Брянск;эксперт по работе с партнерами;Корнеев Ж.;2023-03;Брянская обл.;ЦФО;3
2023-04-01;1348;2549;Брянск;эксперт по работе с партнерами;Корнеев Ж.;2023-04;Брянская обл.;ЦФО;4
2023-05-01;1348;2549;Брянск;эксперт по работе с партнерами;Корнеев Ж.;2023-05;Брянская обл.;ЦФО;5
2023-01-01;1349;2550;Новоалтайск;директор;Петров М.;2023-01;Алтайский край;СФО;1
2023-02-01;1349;2550;Новоалтайск;директор;Петров М.;2023-02;Алтайский край;СФО;2
2023-03-01;1349;2550;Новоалтайск;директор;Петров М.;2023-03;Алтайский край;СФО;3
2023-04-01;1349;2550;Новоалтайск;директор;Петров М.;2023-04;Алтайский край;СФО;4
2023-05-01;1349;2550;Новоалтайск;директор;Петров М.;2023-05;Алтайский край;СФО;5
2023-01-01;1350;2551;Бугульма;старший кредитный аналитик;Селезнев Н.;2023-01;Респ. Татарстан;ПФО;1
2023-02-01;1350;2551;Бугульма;старший кредитный аналитик;Селезнев Н.;2023-02;Респ. Татарстан;ПФО;2
2023-03-01;1350;2551;Бугульма;старший кредитный аналитик;Селезнев Н.;2023-03;Респ. Татарстан;ПФО;3
2023-04-01;1350;2551;Бугульма;старший кредитный аналитик;Селезнев Н.;2023-04;Респ. Татарстан;ПФО;4
2023-05-01;1350;2551;Бугульма;старший кредитный аналитик;Селезнев Н.;2023-05;Респ. Татарстан;ПФО;5
2023-01-01;1351;2552;Ульяновск;офис-менеджер;Сергеев О.;2023-01;Ульяновская обл.;ПФО;1
2023-02-01;1351;2552;Ульяновск;офис-менеджер;Сергеев О.;2023-02;Ульяновская обл.;ПФО;2
2023-03-01;1351;2552;Ульяновск;офис-менеджер;Сергеев О.;2023-03;Ульяновская обл.;ПФО;3
2023-04-01;1351;2552;Ульяновск;офис-менеджер;Сергеев О.;2023-04;Ульяновская обл.;ПФО;4
2023-05-01;1351;2552;Ульяновск;офис-менеджер;Сергеев О.;2023-05;Ульяновская обл.;ПФО;5
2023-01-01;1352;2553;Отрадный;главный персональный менеджер;Селезнев С.;2023-01;Самарская обл.;ПФО;1
2023-02-01;1352;2553;Отрадный;главный персональный менеджер;Селезнев С.;2023-02;Самарская обл.;ПФО;2
2023-03-01;1352;2553;Отрадный;главный персональный менеджер;Селезнев С.;2023-03;Самарская обл.;ПФО;3
2023-04-01;1352;2553;Отрадный;главный персональный менеджер;Селезнев С.;2023-04;Самарская обл.;ПФО;4
2023-05-01;1352;2553;Отрадный;главный персональный менеджер;Селезнев С.;2023-05;Самарская обл.;ПФО;5
2023-01-01;1353;2554;Пермь;главный клиентский менеджер розничного бизнеса;Сергеев Я.;2023-01;Пермский край;ПФО;1
2023-02-01;1353;2554;Пермь;главный клиентский менеджер розничного бизнеса;Сергеев Я.;2023-02;Пермский край;ПФО;2
2023-03-01;1353;2554;Пермь;главный клиентский менеджер розничного бизнеса;Сергеев Я.;2023-03;Пермский край;ПФО;3
2023-04-01;1353;2554;Пермь;главный клиентский менеджер розничного бизнеса;Сергеев Я.;2023-04;Пермский край;ПФО;4
2023-05-01;1353;2554;Пермь;главный клиентский менеджер розничного бизнеса;Сергеев Я.;2023-05;Пермский край;ПФО;5
2023-01-01;1354;2555;Нальчик;заместитель управляющего;Иванов Н.;2023-01;Респ. Кабардино-Балкарская;СКФО;1
2023-02-01;1354;2555;Нальчик;заместитель управляющего;Иванов Н.;2023-02;Респ. Кабардино-Балкарская;СКФО;2
2023-03-01;1354;2555;Нальчик;заместитель управляющего;Иванов Н.;2023-03;Респ. Кабардино-Балкарская;СКФО;3
2023-04-01;1354;2555;Нальчик;заместитель управляющего;Иванов Н.;2023-04;Респ. Кабардино-Балкарская;СКФО;4
2023-05-01;1354;2555;Нальчик;заместитель управляющего;Иванов Н.;2023-05;Респ. Кабардино-Балкарская;СКФО;5
2023-01-01;1355;2556;Новокузнецк;менеджер;Петров Б.;2023-01;Кемеровская область - Кузбасс;СФО;1
2023-02-01;1355;2556;Новокузнецк;менеджер;Петров Б.;2023-02;Кемеровская область - Кузбасс;СФО;2
2023-03-01;1355;2556;Новокузнецк;менеджер;Петров Б.;2023-03;Кемеровская область - Кузбасс;СФО;3
2023-04-01;1355;2556;Новокузнецк;менеджер;Петров Б.;2023-04;Кемеровская область - Кузбасс;СФО;4
2023-05-01;1355;2556;Новокузнецк;менеджер;Петров Б.;2023-05;Кемеровская область - Кузбасс;СФО;5
2023-01-01;1356;2557;Красноярск;управляющий директор;Бобров Ю.;2023-01;Красноярский край;СФО;1
2023-02-01;1356;2557;Красноярск;управляющий директор;Бобров Ю.;2023-02;Красноярский край;СФО;2
