Период;ID должности;Табельный номер;Город;Должность;ФИО
44958;1436;2637;Советская Гавань;клиентский менеджер;Селезнев Т.
44958;1437;2638;Зима;ведущий специалист;Бобров Д.
44958;1438;2639;Карымское;заместитель управляющего;Петров Т.
44958;1439;2640;Тазовский;заместитель управляющего;Петров К.
44958;1440;2641;Ессентуки;заместитель управляющего;Селезнев В.
44958;1441;2642;Санкт-Петербург;главный клиентский менеджер розничного бизнеса;Иванов Я.
44958;1442;2643;Кунгур;главный менеджер счета;Петров П.
44958;1443;2644;Тосно;управляющий директор;Иванов Г.
44958;1444;2645;Полевской;эксперт;Сергеев Ж.
44958;1445;2646;Пушкин;эксперт по работе с партнерами;Иванов В.
44958;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.
44958;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.
44958;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.
44958;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.
44958;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.
44958;1451;2652;Талица;клиентский менеджер;Петров Д.
44958;1452;2653;Муром;главный менеджер эквайринга;Иванов К.
44958;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.
44958;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.
44958;1455;2656;Заполярный;начальник отдела;Сергеев С.
44958;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.
44958;1457;2658;Бор;управляющий директор;Селезнев Я.
44958;1458;2659;Балахна;главный менеджер;Корнеев А.
44958;1459;2660;Орск;главный менеджер счета;Бобров К.
44958;1460;2661;Нижнекамск;директор;Корнеев Н.
44958;1461;2662;Бузулук;главный менеджер;Петров Р.
44958;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.
